gene	S1.ALL	S2.ALL	S3.ALL	S4.ALL	S5.ALL	S6.ALL	S7.ALL	S8.ALL	S9.ALL	S10.ALL	S11.ALL	S12.ALL	S13.ALL	S14.ALL	S15.ALL	S16.ALL	S17.ALL	S18.ALL	S19.ALL	S20.ALL	S21.ALL	S22.ALL	S23.ALL	S24.ALL	S25.ALL	S26.ALL	S27.ALL	S28.AML	S29.AML	S30.AML	S31.AML	S32.AML	S33.AML	S34.AML	S35.AML	S36.AML	S37.AML	S38.AML
CSRP2	7.72109918870718	0	3.70043971814109	9.51372759595244	8.77807712953536	4.52356195605701	10.2324209271761	5.24792751344359	2.32192809488736	3.16992500144231	2.58496250072116	5.85798099512757	8.29001884693262	0	9.66177809777199	6.95419631038687	0	0	7	9.2045711442492	7.09803208296053	5.12928301694497	4.90689059560852	10.6952282914958	8.89784545600551	5.93073733756289	0	0	5.16992500144231	0	3.8073549220576	0	0	0	0	5.4594316186373	4.64385618977472	0
TSC2	8.18487534290828	10.3174126137649	9.36632221424582	9.89935692292311	8.62935662007961	8.81698362325538	9.56224242422107	9.78626962764847	7.94251450533924	9.13442632022093	4.39231742277876	0	9.27146302790437	9.0389189892923	9.34429590791582	10.4665863377192	10.3706874068072	0	9.36413465500805	11.0209799389042	9.2807707701306	9.90989308377004	9.36413465500805	10.0579917227592	9.25502856981873	9.85330955540367	8.69348695749933	9.29232163280204	8.76487159073609	7	9.42836017270429	8.11894107272351	8.58871463558226	6.33985000288462	9.90237511448603	9.44914864537544	9.27146302790437	3
SLC25A16	7.40087943628218	4.24792751344359	7.7279204545632	6.4757334309664	5.97727992349992	6.02236781302845	6.89481776330794	6.85798099512757	7.11894107272351	5.95419631038687	6.8703647195834	6.08746284125034	6.74146698640115	6.74146698640115	6.39231742277876	6.02236781302845	5.20945336562895	6.59991284218713	5.4594316186373	6.02236781302845	6.79441586635011	6.68650052718322	7.38370429247405	5.85798099512757	6.93073733756289	6.06608919045777	6.84549005094437	6.6724253419715	7.16992500144231	6.22881869049588	7.43462822763672	7.13955135239879	6.90689059560852	5.12928301694497	4.8073549220576	6.70043971814109	7.03342300153745	7.27612440527424
ABR	8.50382573799575	8.58120058192496	7.97727992349992	8.95128471496697	8.43879185257826	9.01959072835788	9.00842862207058	8.59245703726808	8.18982455888002	8.09803208296053	7.18982455888002	7.58496250072116	8.37068740680722	8.23840473932508	9.02513956227851	8.5274770060604	4.85798099512757	7.94836723158468	7.94251450533924	8.97441458980553	7.75488750216347	8.22881869049588	8.61838550225861	9.32418054661874	7.91288933622996	7.82654848729092	8.12928301694497	5.83289001416474	7.75488750216347	8.68999797141945	8.55458885167764	8.29920801838728	8.56605403817109	7.60733031374961	8.57742882803575	8.33985000288462	9.22158712126481	8.88264304936184
MERTK	0	8.17492568250068	0	5.97727992349992	7.34872815423108	0	0	6.4093909361377	0	6.74146698640115	6.35755200461808	3.58496250072116	6.18982455888002	0	3.8073549220576	0	0	4.39231742277876	7.06608919045777	6.61470984411521	6.44294349584873	7.65105169117893	0	5.93073733756289	6.59991284218713	5.16992500144231	0	3.16992500144231	6.10852445677817	0	7.36632221424582	4.24792751344359	8.08746284125034	0	8.18487534290828	0	7.08746284125034	7.33985000288462
NET1	4.52356195605701	9.31741261376487	6.49185309632967	2	6.39231742277876	4.90689059560852	6.84549005094437	7.21916852046216	7.32192809488736	7.20945336562895	8.21431912080077	5.08746284125034	8.22881869049588	6.6724253419715	4.4594316186373	4.85798099512757	8.01680828768655	7.14974711950468	6.65821148275179	7.77478705960117	5.20945336562895	6.20945336562895	7.60733031374961	5.70043971814109	6.76818432477693	4.58496250072116	4.8073549220576	7	7.11894107272351	7.01122725542325	8.49585502688717	10.1189410727235	8.67948009950545	8.12412131182919	6.74146698640115	6.02236781302845	5.20945336562895	7.44294349584873
PTGDS	9.32867492732795	8.58871463558226	9.7279204545632	8.2336196767597	8.12928301694497	8.74819284958946	9.37721053038855	9.71596199025514	9.38370429247405	8.51963625284321	8.84549005094438	8.46352437327118	8.92184093707449	8.40087943628218	7.89481776330794	9.29691620687929	9.73470962022584	9.19721669311005	8.86108690599539	8.94836723158468	8.06069593168755	8.71080643369935	9.00562454919388	8.83289001416474	8.8008998999203	8.91288933622996	9.88874324889826	9.69348695749933	9.63481105017172	9.55458885167764	9.2644426002266	9.97297978606629	9.69870466677034	8.38370429247405	9.18982455888002	9.16741814583174	10.5362472156881	10.0993478104032
FBN1	8.44708322620965	7.16992500144231	8.78790255939143	8.52356195605701	7.96578428466209	7.56985560833095	8.4262647547021	8.77807712953536	8.74146698640115	7.91288933622996	7.84549005094437	7.53138146051631	7.33985000288462	8.53138146051631	7.76818432477693	8.11894107272351	8.08214904135387	7.84549005094437	8.14465824283188	8.01680828768655	8.08214904135387	8.45121111183233	6.82017896241519	8.35314682549808	8.27612440527424	7.78135971352466	7.65105169117893	8.467605550083	8.39231742277876	9.02513956227851	8.13442632022093	7.76155123244448	8.24317398347295	6.6724253419715	8.38370429247405	8.2045711442492	8.82654848729091	9.4757334309664
PSG1	7.39231742277876	6.5077946401987	7.91886323727459	7.2667865406949	6.61470984411521	7.52356195605701	6.18982455888002	6.32192809488736	7.32192809488736	7.14974711950468	7.12928301694497	5.97727992349992	7.24792751344359	6.2667865406949	6.3037807481771	6.98868468677217	7.10852445677817	6.79441586635011	7.09803208296053	7.78135971352466	5.97727992349992	5.85798099512757	7.63662462054365	7.23840473932508	5.88264304936184	5.64385618977472	8.16490692667569	7.73470962022584	6.33985000288462	7.92481250360578	7.56224242422107	7.66533591718518	6.89481776330794	5.75488750216347	7.64385618977472	6.85798099512757	7.35755200461808	7.39231742277876
FGL1	7.45121111183233	6.6724253419715	8.10852445677817	7.03342300153745	7.15987133677839	6.84549005094437	7.85174904141606	7.02236781302845	7.27612440527424	6.4594316186373	7.4178525148859	7.27612440527424	7.38370429247405	7.2667865406949	6.4093909361377	7.55458885167764	7.84549005094437	6.37503943134692	7.08746284125034	7.57742882803575	7.08746284125034	8.05528243550119	7.44294349584873	7	7.22881869049588	7.45121111183233	7.01122725542325	6.75488750216347	7.63662462054365	7.77478705960117	6.89481776330794	7.09803208296053	8.08214904135387	6.79441586635011	7.4093909361377	6.58496250072116	5.58496250072116	8.12928301694497
INA	8.96578428466209	8.2667865406949	8.99435343685886	8.69696752623429	7.48381577726426	8.51569983828404	8.03342300153745	9.59432460392485	8.92184093707449	7.24792751344359	8.2667865406949	7.61470984411521	7.79441586635011	8.70735913208088	7.57742882803575	8.44708322620965	9.58496250072116	8.61102479730735	8.16490692667569	8.79441586635011	8.06608919045777	8.22881869049588	7.98868468677217	7.99435343685886	8.2240016741981	8.18487534290828	9.12153351734003	8.38370429247405	7.8008998999203	8.85486838326024	8.4797802640291	9.19967234483636	8.49585502688717	7.01122725542325	7.27612440527424	8.27146302790437	8.90086680798075	9.44708322620965
ATP6V1B1	8.09803208296053	8.42206476617281	7	8.58871463558226	7.7279204545632	8.04439411935845	4.52356195605701	7	9.24555270625568	8.21431912080077	7.09803208296053	8.38370429247405	0	8.37503943134693	6.79441586635011	8.79441586635011	8.38370429247405	0	7.91886323727459	8.31288295528435	8.24792751344359	7.17990909001493	8.4093909361377	6.68650052718322	8.64745842645492	7.7279204545632	8.18487534290828	8.83920378809694	9.27612440527424	7.33985000288462	8.65105169117893	9.51766938813381	9.11374216604919	7.66533591718518	7.61470984411521	8.55074678538324	9.15228484230658	9.79928162152192
ITGA4	8.37503943134693	8.46352437327118	9.64205169292798	9.4797802640291	9.39446269461032	9.15987133677839	10.0292872269682	8.83920378809694	6.82017896241519	7.12928301694497	7.3037807481771	4.64385618977472	8.37937836707126	8.29920801838728	10.4199601778479	9.01959072835788	9.94397991434374	6.39231742277876	8.85486838326024	8.83920378809694	5	6.79441586635011	8.97441458980553	10.6706562491184	6.53915881110803	5.49185309632967	0	7.02236781302845	8.04439411935845	7.21916852046216	0	0	8.4093909361377	7.38370429247405	6.88264304936184	7.15987133677839	9.33985000288462	5.90689059560852
CACNA1C	0	5.20945336562895	0	0	0	0	0	0	0	0	6.4594316186373	7.79441586635011	0	5.90689059560852	6.4093909361377	0	0	7.38370429247405	0	0	0	8.18982455888002	0	5.8073549220576	7.88264304936184	0	7.03342300153745	0	7.62205181945638	0	8.13955135239879	7.5077946401987	0	4.90689059560852	0	0	0	0
PMVK	9.1006623390052	5.8073549220576	9.2807707701306	0	9.01402047031493	0	8.54689445988764	8.33091687811462	8.73131903102506	0	8.39660478118186	6.5077946401987	7.35755200461808	8.93369065495223	5.64385618977472	8.65105169117893	8.91288933622996	8.24792751344359	8.12412131182919	9.52943055414615	6.7279204545632	0	0	8.82654848729091	7.82017896241519	8.1548181090521	7.2667865406949	8.4797802640291	9.0389189892923	7.94836723158468	6.96578428466209	8.54689445988764	7.4178525148859	7.72109918870718	6.28540221886225	0	8.44294349584873	9.38801728534514
DLG3	9.10328780841202	9.27612440527424	8.97727992349992	9.04439411935845	8.21916852046216	8.63662462054365	8.48784003382305	9.7714894695006	8.70390357344466	8.37503943134693	8.65463602852797	8.24792751344359	8.36194377373524	9.3264294871223	9.00562454919388	8.99717948093762	9.24792751344359	8.00562454919388	8.25266543245025	9.03617361255349	8.5352753766208	8.61838550225861	9.01122725542325	8.47167521439204	8.78463484555752	7.18982455888002	8.78463484555752	8.82654848729091	9.11113567023471	9.12928301694497	9.61286849729104	8.70390357344466	8.74483383749955	8.17990909001493	8.42206476617281	8.53915881110803	8.98868468677217	9.01959072835788
INSR	11.4838157772643	6.49185309632967	1	9.37068740680722	8.83605035505807	4.52356195605701	10.4948555844912	8.88569637333939	5.16992500144231	3	5.52356195605701	7.49984588708321	7.32192809488736	5.35755200461808	9.72109918870719	7.96578428466209	6.6724253419715	5.49185309632967	8.10852445677817	8.37937836707126	7.61470984411521	9.41996017784789	4.32192809488736	8.43045255166553	7.22881869049588	8.19967234483636	8.4178525148859	5.28540221886225	6.33985000288462	7.02236781302845	5.16992500144231	6.58496250072116	6.62935662007961	3.4594316186373	6.94251450533924	7.2667865406949	5.61470984411521	7.31288295528436
MAPK8	8.4797802640291	8.24317398347295	8.96866679319521	8.64385618977473	5.08746284125034	7.48381577726426	8.27612440527424	8.86727873970966	7.86418614465428	7.43462822763672	7.38370429247405	7.08746284125034	8.2336196767597	7.83920378809694	8.09803208296053	7.03342300153745	8.57742882803575	7.85174904141606	7.2667865406949	8.51175265376738	7.69348695749933	8.6582114827518	8.43879185257826	7.34872815423108	8.19475685442225	7.62205181945638	8.74819284958946	8.2336196767597	8.37068740680722	8.16490692667569	8.96000193206808	9.04165915163721	8.58120058192496	7.62935662007961	7.6724253419715	8.07681559705083	8.02236781302845	8.64024493622235
SNAPC1	7.37503943134692	7.77478705960117	7.74819284958946	7.57742882803575	7.23840473932508	5.58496250072116	7.08746284125034	7.03342300153745	6.78135971352466	7.45121111183233	6.88264304936184	5.7279204545632	7.85174904141606	7.69348695749933	7.90086680798075	7.3037807481771	5.93073733756289	6.3037807481771	6.83289001416474	8.55842071326866	7.98868468677217	6.33985000288462	4.58496250072116	8.02790599656988	7.13955135239879	7.29462074889163	7.56985560833095	6.8703647195834	6.64385618977472	6.70043971814109	7.4757334309664	7.4178525148859	5.04439411935845	6.6724253419715	7.60733031374961	5.75488750216347	6.89481776330794	7.89481776330794
ZNF80	6.02236781302845	0	0	3.70043971814109	4	0	5.32192809488736	5.35755200461808	0	2.8073549220576	4.52356195605701	3.32192809488736	0	0	5.6724253419715	0	5.16992500144231	4.90689059560852	0	4.8073549220576	5.83289001416474	0	6.75488750216347	4	0	4.58496250072116	6.14974711950468	4.4594316186373	2	0	5.12928301694497	0	0	0	0	0	5.55458885167764	3.32192809488736
BMP8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM53B	9	9.37937836707126	10.1811522568656	10.0014081943928	9.61654884377899	9.17242750864548	10.0701209444768	9.7515440590891	10.1446582428319	9.17990909001493	9.11374216604919	8.09275714091985	10.8368393597487	9.26209484537018	11.0112272554233	8.84549005094438	7.73470962022584	8.16992500144231	9.8703647195834	10.4737057496194	7.65821148275179	10.6908710092923	8.75822321472672	10.9307373375629	9.26209484537018	9.1548181090521	8.36632221424582	8.18487534290828	8.37068740680722	9.85018683764577	8.54689445988764	8.97441458980553	9.11894107272351	6.98868468677217	8.48784003382305	9.12153351734003	9.22158712126481	8.95710204156229
FOXJ1	0	4.58496250072116	0	0	0	6.44294349584873	0	0	0	0	0	0	0	4.24792751344359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HOXB7	6.44294349584873	5.88264304936184	5.75488750216347	0	6.44294349584873	0	4.90689059560852	0	4.52356195605701	0	2.8073549220576	4.8073549220576	0	4.39231742277876	5.85798099512757	0	6.4262647547021	6.91886323727459	4	6.98868468677217	0	6	0	6.7279204545632	6.28540221886225	7.32192809488736	0	8	4.70043971814109	6.7279204545632	5.8073549220576	5.97727992349992	1.58496250072116	8.0389189892923	7.61470984411521	7.25738784269265	4.08746284125034	6.16992500144231
MMP9	7.44294349584873	0	6.61470984411521	6.37503943134692	6.79441586635011	0	0	0	6.06608919045777	4	6.2667865406949	7.24792751344359	6.18982455888002	6.44294349584873	6.18982455888002	5.70043971814109	0	0	5.78135971352466	0	7.11894107272351	6.28540221886225	4.16992500144231	7.74819284958946	6.12928301694497	7.49984588708321	0	6.37503943134692	5.32192809488736	6.08746284125034	5.12928301694497	0	6.4594316186373	5.88264304936184	0	0	0	6.61470984411521
TUG1	9.19967234483636	8.3037807481771	10.4008794362822	8.87344411251538	9.43671154213721	9.08214904135387	9.23601419190008	8.7714894695006	9.2807707701306	8.38370429247405	8.4594316186373	7.8073549220576	9.86263735755879	8.29001884693262	9.51372759595244	8.82654848729091	7.8073549220576	8.22881869049588	8.56985560833095	10.3923174227788	7.4178525148859	8.59618975614441	8.36632221424582	9.48784003382305	8.30833903013941	7.55458885167764	8.25266543245025	9.11634396123747	8.82017896241519	8.67595703294175	6.55458885167764	8.91288933622996	8.57742882803575	7.60733031374961	7.04439411935845	6.85798099512757	8.78463484555752	9.33985000288462
DAZAP2	11.6375305515253	11.8478403556307	12.0323901688665	11.2905948880826	11.5835529304665	10.7968507952672	11.4314976042581	11.3971398062356	12.0515488384404	10.8665062122262	12.036860446673	10.929998062609	11.9567391450591	11.5660540381711	11.6772791913122	11.4619909505856	11.3140167039014	10.4625022725973	11.3657756353263	12.8334831056596	12.8608929823388	11.800090987625	11.2544381482673	12.0801513096141	10.72366094441	11.5684311931675	10.9490971557292	11.6211361132746	10.6429542234803	12.5065555307513	12.6291289040282	11.7490313820402	11.4812949046311	11.9469062744564	12.2740869056344	11.4792750302502	12.1045987535644	12.0562990145503
VWF	0	0	5.61470984411521	0	0	0	0	0	0	0	5.7279204545632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95419631038687	0	0	3.32192809488736	0	6.56985560833095	0	0	0	0
H2AFZ	10.9872640120725	11.4204866128258	12.0566377151132	10.8811139606751	10.9490971557292	11.6790401863931	10.4262647547021	10.3487281542311	12.3896313392605	11.6293566200796	12.0423433797937	10.7590559391602	12.0467829703564	11.120237877342	11.7000061508829	10.2992080183873	11.5816713585781	11.0292872269682	9.95710204156229	11.5401280385821	12.2252074369435	10.2276159434142	12.0498485494506	11.3094763538411	10.8672787397097	10.4797802640291	10.6008421143873	10.6943578872215	10.5176693881338	11.2848241002246	11.3415188232452	10.5225815312548	11.4792750302502	11.0613711926598	11.0168082876866	11.1091777033553	9.68650052718322	10.7090838125503
ACADVL	10.5736471874933	10.951284714967	11.1743015444676	11.2336196767597	10.7064960180612	11.3230547603416	11.2209828510818	10.311748315005	11.6873756834375	11.2264121927888	10.6339034093485	10.1318569606088	10.9270371687203	10.6803595235137	10.5745935273376	10.5989829710361	11.3454052467178	10.4481163054095	10.5849625007212	11.2894425756883	9.56033283421244	9.4093909361377	10.9083926207737	10.4696418172395	10.4807902010958	10.1573469353628	10.3409627642517	11.9600019320681	11.115693952197	12.1228279948077	11.2836671674915	11.2294196882304	11.3592004851336	10.120237877342	12.2082343583398	11.7578066721972	11.7972562175098	11.5835529304665
SLC1A3	5.75488750216347	0	4.32192809488736	0	5.08746284125034	4	0	5.7279204545632	5.7279204545632	0	0	3.32192809488736	0	3	1	0	5.70043971814109	0	0	0	1.58496250072116	0	0	0	5.8073549220576	4.85798099512757	0	2.32192809488736	5.16992500144231	0	5.70043971814109	0	0	0	0	0	0	5.32192809488736
MT3	0	0	8.02790599656988	10.8610869059954	0	9.44708322620965	8.06069593168755	10.6978363579624	0	0	0	10.0579917227592	0	0	8.2667865406949	2.32192809488736	0	0	5.28540221886225	0	8.06069593168755	0	9.283088353024	8.57742882803575	0	6.06608919045777	9.31741261376487	7.11894107272351	8.9915218460757	6.85798099512757	9.70563238736142	0	7.66533591718518	8.09275714091985	0	9.78299820892041	9.5077946401987	8.82972273508606
SHC1	6.83289001416474	6.16992500144231	0	6.06608919045777	8.02790599656988	6.70043971814109	6.62935662007961	7.34872815423108	7.72109918870718	5.4594316186373	8.71080643369935	0	8.14974711950468	6.2667865406949	8.37937836707126	7.78790255939143	7.65105169117893	0	6.62935662007961	9.30606168942834	3.16992500144231	8.22881869049588	4.16992500144231	7.25738784269265	6.24792751344359	8.4797802640291	0	7.18982455888002	0	8.87344411251538	8.86418614465428	8.78463484555752	7.74819284958946	8.05528243550119	8.61102479730735	7.31288295528436	8.5274770060604	5.39231742277876
SNRNP70	11.8634119589416	11.4351493383669	11.8293263358417	11.2638560195961	11.7685978821944	11.5521887595571	11.6995724532873	11.9769220678511	12.1664769508168	11.4088604360248	11.7710767402628	10.0084286220706	11.6812384117778	11.3712321283696	12.017852331906	12.4658214556438	12.7832028900644	10.9046346216682	11.6137894644726	12.8109732200022	10.5545888516776	10.3837042924741	11.7232343008934	11.8788172846142	11.1922928144708	11.6247954558602	10.7862696276485	11.7159619902551	11.2697111211428	11.7021726853655	10.729620743553	11.5593770905267	11.3320365483617	10.0660891904578	10.7202442582876	11.2082343583398	11.5679560754155	11.3426302986784
COL1A1	8.79441586635011	8.27146302790437	8.90689059560852	8.69696752623429	7.96578428466209	7.74819284958946	8.74819284958946	8.89481776330794	8.93369065495223	8.5077946401987	8.29001884693262	7.57742882803575	8.43045255166553	8.33091687811462	8.78463484555752	8.64745842645492	9.54689445988764	9.2644426002266	8.3037807481771	8.49585502688717	9.35314682549808	8.67948009950545	8.15987133677839	8.60362634498619	8.38370429247405	8.44294349584873	8.84862294042934	9.07948478382682	8.69696752623429	9.12670447284319	8.42206476617281	8.91288933622996	9.01959072835788	7.29462074889163	8.79766152585376	8.39231742277876	8.84549005094438	9.20701432017753
ITGA3	7.4594316186373	7.67948009950545	9.18487534290828	8.09275714091985	7.56985560833095	6.02236781302845	8.83605035505807	8.20945336562895	8.43879185257826	6.59991284218713	6.75488750216347	6.90689059560852	7.09803208296053	0	3.4594316186373	8.1548181090521	8.76155123244448	7.876516946565	7.95419631038687	7.97154355395077	6.68650052718322	8.55458885167764	6.6724253419715	7.56985560833095	8.15987133677839	7.67948009950545	8.46352437327118	5.39231742277876	0	6.2667865406949	8.58871463558226	8.49585502688717	8.29462074889163	4.70043971814109	7.13955135239879	7.65821148275179	8.7176764230664	9.42836017270429
TIA1	8.20945336562895	7.35755200461808	8.30833903013941	7.81378119121704	7.92481250360578	5.32192809488736	7.09803208296053	8.17492568250068	7.24792751344359	6.84549005094437	6.6724253419715	0	7.22881869049588	8.28540221886225	8.37937836707126	8.21431912080077	7.75488750216347	6.39231742277876	6.39231742277876	9.68999797141945	7.62205181945638	7.08746284125034	6.33985000288462	9.05256805080415	6.59991284218713	6.49185309632967	6.93073733756289	4.75488750216347	4.8073549220576	5.49185309632967	5.08746284125034	6.08746284125034	6.32192809488736	4.39231742277876	5.4594316186373	5.55458885167764	5.97727992349992	5.97727992349992
CD99	11.5882461520448	13.3519054414769	13.1950645637208	10.5439984501345	12.211279947482	13.1101570189541	10.0539258815311	0	13.5192676699055	13.6149398473107	13.6304946615056	11.7915699121269	11.2638560195961	11.2784494582205	10.7389366816761	12.5171772526895	13.3850534883462	9.3264294871223	13.1587674546361	10.0834793273318	9.467605550083	0	12.6799198785184	11.1104833098162	12.9936460600166	12.970285676897	0	10.9922302649659	10.6320864128352	10.7064960180612	10.6247954558602	12.4617352216049	10.9592775057205	11.5717526435035	11.9592775057205	12.8006977143631	12.9025635419716	11.120237877342
TFPI	5.93073733756289	5.70043971814109	6.78135971352466	3.70043971814109	4.58496250072116	0	1.58496250072116	6.55458885167764	6.6724253419715	5.83289001416474	5.55458885167764	0	5.7279204545632	7.34872815423108	0	5.24792751344359	8.70390357344466	4.39231742277876	4.32192809488736	6	5.97727992349992	5.55458885167764	5.4262647547021	5.08746284125034	5.7279204545632	5.04439411935845	5.75488750216347	5	5.70043971814109	0	6.12928301694497	6.59991284218713	6.89481776330794	6.79441586635011	7.06608919045777	6.08746284125034	8.36632221424582	7.82017896241519
IDS	6.65821148275179	8.45121111183233	6.89481776330794	5.55458885167764	6.85798099512757	7.12928301694497	7.03342300153745	7	6.74146698640115	7.01122725542325	7.54689445988764	7.15987133677839	6.24792751344359	7.11894107272351	6.95419631038687	6.58496250072116	8.56605403817109	6.59991284218713	5.4594316186373	7.29462074889163	7.24792751344359	7.15987133677839	7.5077946401987	6.33985000288462	6.78135971352466	7.07681559705083	7.98299357469431	6.53915881110803	7.06608919045777	7.93663793900257	7.97727992349992	8.15987133677839	8.04439411935845	7.01122725542325	9.24792751344359	7.4262647547021	8.2240016741981	7.2667865406949
MTM1	7.77478705960117	6.49185309632967	0	4.90689059560852	7.12928301694497	5.7279204545632	6.6724253419715	0	0	0	0	5.75488750216347	6.4093909361377	4.32192809488736	7.02236781302845	6.71424551766612	7.8703647195834	3.8073549220576	3.58496250072116	7.11894107272351	6.62935662007961	5.49185309632967	4.58496250072116	6.35755200461808	0	3.58496250072116	0	5	5.83289001416474	6.14974711950468	6.91886323727459	0	2.58496250072116	5.20945336562895	5.08746284125034	0	5	5.78135971352466
EIF2B1	7.48381577726426	7.59245703726808	6.53915881110803	7.85798099512757	8.72109918870719	5.52356195605701	7.08746284125034	6.4093909361377	7.94836723158468	5.7279204545632	5.64385618977472	6.04439411935845	7.32192809488736	7.33985000288462	8.42206476617281	6.7279204545632	9.02790599656988	6.4093909361377	7.4262647547021	9.06339508128851	7.62935662007961	5.4262647547021	4.8073549220576	8.63662462054365	5.4262647547021	7.07681559705083	6.4757334309664	7.20945336562895	7.36632221424582	4.64385618977472	5.88264304936184	5.32192809488736	5.7279204545632	7.36632221424582	7.27612440527424	6.44294349584873	7.70735913208088	0
PLCL1	0	4.85798099512757	7.48381577726426	6.37503943134692	6.18982455888002	7.4093909361377	5.12928301694497	6.18982455888002	6.89481776330794	5.95419631038687	7.2667865406949	5.90689059560852	4.85798099512757	5.55458885167764	5.4594316186373	8.4262647547021	7.62205181945638	6.58496250072116	6.55458885167764	2.8073549220576	4.08746284125034	6.52356195605701	6.4757334309664	0	4.32192809488736	6.24792751344359	5.88264304936184	5.58496250072116	5.24792751344359	4.32192809488736	7.18982455888002	7.60733031374961	6	0	5.04439411935845	4.8073549220576	5.95419631038687	5.90689059560852
AHSG	7	7	7.56224242422107	3	6.85798099512757	6.95419631038687	7.81378119121704	6.5077946401987	6.98868468677217	6.35755200461808	6.4262647547021	5.93073733756289	6.78135971352466	6.08746284125034	6.14974711950468	7.48381577726426	7.02236781302845	6.37503943134692	5.8073549220576	6.39231742277876	7.33985000288462	7.06608919045777	6.84549005094437	7.70735913208088	7.2667865406949	7.15987133677839	7.84549005094437	6	6.93073733756289	7.24792751344359	6.68650052718322	6.4093909361377	6.58496250072116	6.61470984411521	6.62935662007961	7.06608919045777	7.60733031374961	7.08746284125034
CPZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A5	7.38370429247405	4.85798099512757	7.52356195605701	7.21916852046216	5.24792751344359	6.52356195605701	7.35755200461808	5.32192809488736	6.88264304936184	6.90689059560852	7.24792751344359	6.08746284125034	6.52356195605701	6.02236781302845	4.70043971814109	6.56985560833095	6.98868468677217	5.58496250072116	2.58496250072116	6.4093909361377	0	7.06608919045777	6.12928301694497	0	4.16992500144231	6.20945336562895	7.95419631038687	7.8073549220576	7.49185309632967	6.65821148275179	8.01680828768655	7.92481250360578	7.36632221424582	7.36632221424582	6.70043971814109	5.90689059560852	6.4594316186373	8.2240016741981
CHRNG	8.6582114827518	8.21916852046216	9.1006623390052	8.51963625284321	8.01680828768655	6.20945336562895	8.91288933622996	9.283088353024	8.66177809777199	8.56605403817109	8.39660478118186	6.18982455888002	8.13955135239879	8.37503943134693	7.4093909361377	8.56985560833095	9.54109661534952	8.54689445988764	8.08746284125034	8.49585502688717	6.6724253419715	8.44708322620965	8.6582114827518	8.11894107272351	8.21916852046216	7.96578428466209	9.43879185257826	8.89481776330794	8.64024493622235	8.83920378809694	8.29001884693262	8.7714894695006	9.25974326369078	7.03342300153745	8.85174904141606	8.85798099512757	8.6724253419715	9.86727873970966
SNRPG	8.54303182025524	9.27146302790437	10.1150436501617	9.39660478118186	10.2227949028681	9.19475685442225	8.7515440590891	8.77807712953536	10.1241213118292	9.14210705730255	10.1189410727235	7.07681559705083	9.29001884693262	9.94397991434374	10.5097750043269	8.95419631038687	9.74146698640115	9.01680828768655	9.12153351734003	10.590587049915	10.6483575820097	8.22881869049588	8.96289600533726	10.0620461377205	7.82017896241519	7.86418614465428	7.4093909361377	7.49185309632967	7.36632221424582	8.53138146051631	9.19229281447077	8.53915881110803	8.73470962022584	9.79928162152192	8.7279204545632	8.36194377373524	8.55458885167764	8.43462822763673
PKN2	8.24317398347295	7.75488750216347	8.2336196767597	8.2240016741981	7	8.04439411935845	0	8.34429590791582	7.19967234483636	6.06608919045777	8.467605550083	7.74819284958946	7.09803208296053	6.56985560833095	8.45121111183233	7.15987133677839	8.56605403817109	6.32192809488736	7.93073733756289	7.45121111183233	4.75488750216347	8.2045711442492	8.04984854945056	7.96578428466209	7.32192809488736	7.43462822763672	6.53915881110803	8.97441458980553	9.01959072835788	7.2667865406949	8	8.04984854945056	7.33091687811462	9.37937836707126	4.90689059560852	7.27612440527424	8.97154355395077	6.78135971352466
GZMM	9.83130724380205	9.79116288855502	10.5660540381711	9.54496443278924	9.06608919045777	8.63662462054365	9.23122118071119	9.69522829149575	9.70217268536555	9.78463484555752	9.22881869049588	9.00842862207058	8.50382573799575	9.83130724380205	9.17492568250068	9.4797802640291	9.63299519714296	9.47775826644389	8.94251450533924	8.7714894695006	8.3037807481771	9.41151098801207	9.93663793900257	9.82177398197057	9.2807707701306	9.29920801838728	9.6724253419715	9.84077792359505	9.58308276750293	10.0223678130285	9.62935662007961	9.55842071326866	10.0182001788132	7.93663793900257	9.57364718749332	8.92184093707449	10.2888660741658	8.77807712953536
ELL	9.44914864537544	8.49185309632967	9.39016895620018	9.00281501560705	8.04439411935845	7.23840473932508	8.19967234483636	9	8.29462074889163	8.73470962022584	8.49185309632967	7.93663793900257	7.68650052718322	8.14974711950468	8.25266543245025	9.06608919045777	8.44294349584873	8.27146302790437	7.52356195605701	9.15228484230658	6.59991284218713	8.89784545600551	7.82654848729092	8.39660478118186	8.2336196767597	7.77478705960117	9.90538700501813	8.79441586635011	8.90086680798075	8.69348695749933	9.2667865406949	8.76155123244448	9.30606168942834	8.40514146313634	9.49385544924082	9.32192809488736	9.18239435340453	9.4757334309664
